Expiry;UnderlyingTenor;Strike;Volatility
4Y;5Y;150bp;0.007738
4Y;5Y;200bp;0.008237
4Y;5Y;250bp;0.00875
4Y;5Y;300bp;0.00927
4Y;5Y;350bp;0.00979
4Y;6Y;-350bp;0.007833
4Y;6Y;-300bp;0.007429
4Y;6Y;-250bp;0.007051
4Y;6Y;-200bp;0.006717
4Y;6Y;-150bp;0.006457
4Y;6Y;-100bp;0.006311
4Y;6Y;-75bp;0.006294
4Y;6Y;-50bp;0.00632
4Y;6Y;-25bp;0.00639
4Y;6Y;ATM;0.0065
4Y;6Y;25bp;0.006646
4Y;6Y;50bp;0.006823
4Y;6Y;75bp;0.007024
4Y;6Y;100bp;0.007244
4Y;6Y;150bp;0.007722
4Y;6Y;200bp;0.008231
4Y;6Y;250bp;0.008754
4Y;6Y;300bp;0.009283
4Y;6Y;350bp;0.009812
4Y;7Y;-350bp;0.007893
4Y;7Y;-300bp;0.007477
4Y;7Y;-250bp;0.007086
4Y;7Y;-200bp;0.006737
4Y;7Y;-150bp;0.006462
4Y;7Y;-100bp;0.006301
4Y;7Y;-75bp;0.006279
4Y;7Y;-50bp;0.006301
4Y;7Y;-25bp;0.006369
4Y;7Y;ATM;0.006479
4Y;7Y;25bp;0.006627
4Y;7Y;50bp;0.006807
4Y;7Y;75bp;0.007012
4Y;7Y;100bp;0.007237
4Y;7Y;150bp;0.007726
4Y;7Y;200bp;0.008246
4Y;7Y;250bp;0.00878
4Y;7Y;300bp;0.009319
4Y;7Y;350bp;0.009858
4Y;8Y;-350bp;0.007959
4Y;8Y;-300bp;0.007532
4Y;8Y;-250bp;0.007128
4Y;8Y;-200bp;0.006767
4Y;8Y;-150bp;0.006477
4Y;8Y;-100bp;0.006303
4Y;8Y;-75bp;0.006275
4Y;8Y;-50bp;0.006293
4Y;8Y;-25bp;0.006358
4Y;8Y;ATM;0.006468
4Y;8Y;25bp;0.006617
4Y;8Y;50bp;0.0068
4Y;8Y;75bp;0.007009
4Y;8Y;100bp;0.007238
4Y;8Y;150bp;0.007736
4Y;8Y;200bp;0.008265
4Y;8Y;250bp;0.008809
4Y;8Y;300bp;0.009357
4Y;8Y;350bp;0.009906
4Y;9Y;-350bp;0.008038
4Y;9Y;-300bp;0.007599
4Y;9Y;-250bp;0.007182
4Y;9Y;-200bp;0.006807
4Y;9Y;-150bp;0.006503
4Y;9Y;-100bp;0.006315
4Y;9Y;-75bp;0.006282
4Y;9Y;-50bp;0.006295
4Y;9Y;-25bp;0.006357
4Y;9Y;ATM;0.006466
4Y;9Y;25bp;0.006617
4Y;9Y;50bp;0.006802
4Y;9Y;75bp;0.007014
4Y;9Y;100bp;0.007247
4Y;9Y;150bp;0.007755
4Y;9Y;200bp;0.008294
4Y;9Y;250bp;0.008847
4Y;9Y;300bp;0.009406
4Y;9Y;350bp;0.009963
4Y;10Y;-350bp;0.008123
4Y;10Y;-300bp;0.007672
4Y;10Y;-250bp;0.007243
4Y;10Y;-200bp;0.006855
4Y;10Y;-150bp;0.006537
4Y;10Y;-100bp;0.006336
4Y;10Y;-75bp;0.006298
4Y;10Y;-50bp;0.006307
4Y;10Y;-25bp;0.006368
4Y;10Y;ATM;0.006477
4Y;10Y;25bp;0.006629
4Y;10Y;50bp;0.006817
4Y;10Y;75bp;0.007034
4Y;10Y;100bp;0.007272
4Y;10Y;150bp;0.00779
4Y;10Y;200bp;0.00834
4Y;10Y;250bp;0.008904
4Y;10Y;300bp;0.009473
4Y;10Y;350bp;0.010041
4Y;15Y;-350bp;0.008177
4Y;15Y;-300bp;0.007717
4Y;15Y;-250bp;0.007276
4Y;15Y;-200bp;0.00687
4Y;15Y;-150bp;0.006528
4Y;15Y;-100bp;0.006294
4Y;15Y;-75bp;0.006235
4Y;15Y;-50bp;0.006224
4Y;15Y;-25bp;0.006262
4Y;15Y;ATM;0.00635
4Y;15Y;25bp;0.006484
4Y;15Y;50bp;0.006656
4Y;15Y;75bp;0.006858
4Y;15Y;100bp;0.007084
4Y;15Y;150bp;0.007583
4Y;15Y;200bp;0.008118
4Y;15Y;250bp;0.00867
4Y;15Y;300bp;0.009227
4Y;15Y;350bp;0.009785
4Y;20Y;-350bp;0.008286
4Y;20Y;-300bp;0.007818
4Y;20Y;-250bp;0.007366
4Y;20Y;-200bp;0.006946
4Y;20Y;-150bp;0.006583
4Y;20Y;-100bp;0.00632
4Y;20Y;-75bp;0.006243
4Y;20Y;-50bp;0.006211
4Y;20Y;-25bp;0.006228
4Y;20Y;ATM;0.006295
4Y;20Y;25bp;0.006409
4Y;20Y;50bp;0.006564
4Y;20Y;75bp;0.006751
4Y;20Y;100bp;0.006964
4Y;20Y;150bp;0.007442
4Y;20Y;200bp;0.007961
4Y;20Y;250bp;0.008499
4Y;20Y;300bp;0.009046
4Y;20Y;350bp;0.009594
4Y;25Y;-350bp;0.008338
4Y;25Y;-300bp;0.007868
4Y;25Y;-250bp;0.007414
4Y;25Y;-200bp;0.00699
4Y;25Y;-150bp;0.006622
4Y;25Y;-100bp;0.00635
4Y;25Y;-75bp;0.006267
4Y;25Y;-50bp;0.006228
4Y;25Y;-25bp;0.006237
4Y;25Y;ATM;0.006296
4Y;25Y;25bp;0.006401
4Y;25Y;50bp;0.006548
4Y;25Y;75bp;0.006728
4Y;25Y;100bp;0.006934
4Y;25Y;150bp;0.007401
4Y;25Y;200bp;0.007911
4Y;25Y;250bp;0.008442
4Y;25Y;300bp;0.008982
4Y;25Y;350bp;0.009524
4Y;30Y;-350bp;0.008382
4Y;30Y;-300bp;0.007914
4Y;30Y;-250bp;0.007462
4Y;30Y;-200bp;0.00704
4Y;30Y;-150bp;0.006671
4Y;30Y;-100bp;0.006396
4Y;30Y;-75bp;0.006308
4Y;30Y;-50bp;0.006264
4Y;30Y;-25bp;0.006266
4Y;30Y;ATM;0.006316
4Y;30Y;25bp;0.006412
4Y;30Y;50bp;0.006549
4Y;30Y;75bp;0.00672
4Y;30Y;100bp;0.006918
4Y;30Y;150bp;0.007369
4Y;30Y;200bp;0.007866
4Y;30Y;250bp;0.008386
4Y;30Y;300bp;0.008916
4Y;30Y;350bp;0.009449
5Y;1Y;-350bp;0.007816
5Y;1Y;-300bp;0.007461
5Y;1Y;-250bp;0.007135
5Y;1Y;-200bp;0.006857
5Y;1Y;-150bp;0.006653
5Y;1Y;-100bp;0.006553
5Y;1Y;-75bp;0.006552
5Y;1Y;-50bp;0.006586
5Y;1Y;-25bp;0.006655
5Y;1Y;ATM;0.006756
5Y;1Y;25bp;0.006888
5Y;1Y;50bp;0.007044
5Y;1Y;75bp;0.007222
5Y;1Y;100bp;0.007417
5Y;1Y;150bp;0.007843
5Y;1Y;200bp;0.0083
5Y;1Y;250bp;0.008774
5Y;1Y;300bp;0.009256
5Y;1Y;350bp;0.009742
5Y;2Y;-350bp;0.00772
5Y;2Y;-300bp;0.007378
5Y;2Y;-250bp;0.007068
5Y;2Y;-200bp;0.006808
5Y;2Y;-150bp;0.006623
5Y;2Y;-100bp;0.006543
5Y;2Y;-75bp;0.006551
5Y;2Y;-50bp;0.006593
5Y;2Y;-25bp;0.006668
5Y;2Y;ATM;0.006775
5Y;2Y;25bp;0.00691
5Y;2Y;50bp;0.007069
5Y;2Y;75bp;0.007247
5Y;2Y;100bp;0.007442
5Y;2Y;150bp;0.007865
5Y;2Y;200bp;0.008317
5Y;2Y;250bp;0.008786
5Y;2Y;300bp;0.009263
5Y;2Y;350bp;0.009743
5Y;3Y;-350bp;0.007617
5Y;3Y;-300bp;0.007286
5Y;3Y;-250bp;0.006988
5Y;3Y;-200bp;0.006739
5Y;3Y;-150bp;0.006564
5Y;3Y;-100bp;0.006493
5Y;3Y;-75bp;0.006504
5Y;3Y;-50bp;0.006547
5Y;3Y;-25bp;0.006623
5Y;3Y;ATM;0.006729
5Y;3Y;25bp;0.006862
5Y;3Y;50bp;0.007017
5Y;3Y;75bp;0.007192
5Y;3Y;100bp;0.007382
5Y;3Y;150bp;0.007796
5Y;3Y;200bp;0.008238
5Y;3Y;250bp;0.008697
5Y;3Y;300bp;0.009163
5Y;3Y;350bp;0.009633
5Y;4Y;-350bp;0.00755
5Y;4Y;-300bp;0.007226
5Y;4Y;-250bp;0.006935
5Y;4Y;-200bp;0.006693
5Y;4Y;-150bp;0.006526
5Y;4Y;-100bp;0.00646
5Y;4Y;-75bp;0.006472
5Y;4Y;-50bp;0.006516
5Y;4Y;-25bp;0.006592
5Y;4Y;ATM;0.006697
5Y;4Y;25bp;0.006828
5Y;4Y;50bp;0.006982
5Y;4Y;75bp;0.007154
5Y;4Y;100bp;0.007341
5Y;4Y;150bp;0.007748
5Y;4Y;200bp;0.008183
5Y;4Y;250bp;0.008634
5Y;4Y;300bp;0.009093
5Y;4Y;350bp;0.009556
5Y;5Y;-350bp;0.007486
5Y;5Y;-300bp;0.007169
5Y;5Y;-250bp;0.006884
5Y;5Y;-200bp;0.006649
5Y;5Y;-150bp;0.006488
5Y;5Y;-100bp;0.006426
5Y;5Y;-75bp;0.006439
5Y;5Y;-50bp;0.006484
5Y;5Y;-25bp;0.006559
5Y;5Y;ATM;0.006662
5Y;5Y;25bp;0.006791
5Y;5Y;50bp;0.006942
5Y;5Y;75bp;0.007112
5Y;5Y;100bp;0.007295
5Y;5Y;150bp;0.007695
5Y;5Y;200bp;0.008124
5Y;5Y;250bp;0.008568
5Y;5Y;300bp;0.00902
5Y;5Y;350bp;0.009475
5Y;6Y;-350bp;0.007509
5Y;6Y;-300bp;0.007181
5Y;6Y;-250bp;0.006883
5Y;6Y;-200bp;0.006635
5Y;6Y;-150bp;0.00646
5Y;6Y;-100bp;0.006386
5Y;6Y;-75bp;0.006395
5Y;6Y;-50bp;0.006437
5Y;6Y;-25bp;0.006511
5Y;6Y;ATM;0.006614
5Y;6Y;25bp;0.006745
5Y;6Y;50bp;0.006898
5Y;6Y;75bp;0.007071
5Y;6Y;100bp;0.007258
5Y;6Y;150bp;0.007667
5Y;6Y;200bp;0.008104
5Y;6Y;250bp;0.008557
5Y;6Y;300bp;0.009018
5Y;6Y;350bp;0.009482
5Y;7Y;-350bp;0.007545
5Y;7Y;-300bp;0.007204
5Y;7Y;-250bp;0.006893
5Y;7Y;-200bp;0.006629
5Y;7Y;-150bp;0.006438
5Y;7Y;-100bp;0.006351
5Y;7Y;-75bp;0.006356
5Y;7Y;-50bp;0.006394
5Y;7Y;-25bp;0.006466
5Y;7Y;ATM;0.00657
5Y;7Y;25bp;0.006702
5Y;7Y;50bp;0.006858
5Y;7Y;75bp;0.007034
5Y;7Y;100bp;0.007226
5Y;7Y;150bp;0.007644
5Y;7Y;200bp;0.008092
5Y;7Y;250bp;0.008555
5Y;7Y;300bp;0.009026
5Y;7Y;350bp;0.009499
5Y;8Y;-350bp;0.007598
5Y;8Y;-300bp;0.007246
5Y;8Y;-250bp;0.006922
5Y;8Y;-200bp;0.006646
5Y;8Y;-150bp;0.006442
5Y;8Y;-100bp;0.006344
5Y;8Y;-75bp;0.006343
5Y;8Y;-50bp;0.006378
5Y;8Y;-25bp;0.006449
5Y;8Y;ATM;0.006552
5Y;8Y;25bp;0.006685
5Y;8Y;50bp;0.006844
5Y;8Y;75bp;0.007023
5Y;8Y;100bp;0.007218
5Y;8Y;150bp;0.007644
5Y;8Y;200bp;0.0081
5Y;8Y;250bp;0.008572
5Y;8Y;300bp;0.009051
5Y;8Y;350bp;0.009533
5Y;9Y;-350bp;0.007642
5Y;9Y;-300bp;0.007278
5Y;9Y;-250bp;0.006943
5Y;9Y;-200bp;0.006654
5Y;9Y;-150bp;0.006437
5Y;9Y;-100bp;0.006326
5Y;9Y;-75bp;0.006321
5Y;9Y;-50bp;0.006353
5Y;9Y;-25bp;0.006422
5Y;9Y;ATM;0.006525
5Y;9Y;25bp;0.006659
5Y;9Y;50bp;0.00682
5Y;9Y;75bp;0.007002
5Y;9Y;100bp;0.007201
5Y;9Y;150bp;0.007636
5Y;9Y;200bp;0.008101
5Y;9Y;250bp;0.008582
5Y;9Y;300bp;0.00907
5Y;9Y;350bp;0.00956
5Y;10Y;-350bp;0.007707
5Y;10Y;-300bp;0.007333
5Y;10Y;-250bp;0.006986
5Y;10Y;-200bp;0.006684
5Y;10Y;-150bp;0.006454
5Y;10Y;-100bp;0.006332
5Y;10Y;-75bp;0.006323
5Y;10Y;-50bp;0.006351
5Y;10Y;-25bp;0.006418
5Y;10Y;ATM;0.006521
5Y;10Y;25bp;0.006656
5Y;10Y;50bp;0.006819
5Y;10Y;75bp;0.007005
5Y;10Y;100bp;0.007208
5Y;10Y;150bp;0.007651
5Y;10Y;200bp;0.008125
5Y;10Y;250bp;0.008615
5Y;10Y;300bp;0.009112
5Y;10Y;350bp;0.00961
5Y;15Y;-350bp;0.007729
5Y;15Y;-300bp;0.007342
5Y;15Y;-250bp;0.006979
5Y;15Y;-200bp;0.006656
5Y;15Y;-150bp;0.006398
5Y;15Y;-100bp;0.00624
5Y;15Y;-75bp;0.006211
5Y;15Y;-50bp;0.006219
5Y;15Y;-25bp;0.006266
5Y;15Y;ATM;0.006351
5Y;15Y;25bp;0.006471
5Y;15Y;50bp;0.006619
5Y;15Y;75bp;0.006793
5Y;15Y;100bp;0.006986
5Y;15Y;150bp;0.007412
5Y;15Y;200bp;0.007874
5Y;15Y;250bp;0.008353
5Y;15Y;300bp;0.008841
5Y;15Y;350bp;0.009331
5Y;20Y;-350bp;0.00782
5Y;20Y;-300bp;0.007422
5Y;20Y;-250bp;0.007044
5Y;20Y;-200bp;0.006703
5Y;20Y;-150bp;0.00642
5Y;20Y;-100bp;0.006231
5Y;20Y;-75bp;0.006184
5Y;20Y;-50bp;0.006173
5Y;20Y;-25bp;0.006201
5Y;20Y;ATM;0.006268
5Y;20Y;25bp;0.006371
5Y;20Y;50bp;0.006505
5Y;20Y;75bp;0.006665
5Y;20Y;100bp;0.006847
5Y;20Y;150bp;0.007256
5Y;20Y;200bp;0.007704
5Y;20Y;250bp;0.008173
5Y;20Y;300bp;0.008652
5Y;20Y;350bp;0.009135
5Y;25Y;-350bp;0.007878
5Y;25Y;-300bp;0.007475
5Y;25Y;-250bp;0.007093
5Y;25Y;-200bp;0.006745
5Y;25Y;-150bp;0.006454
5Y;25Y;-100bp;0.006254
5Y;25Y;-75bp;0.0062
5Y;25Y;-50bp;0.006182
5Y;25Y;-25bp;0.006203
5Y;25Y;ATM;0.006263
5Y;25Y;25bp;0.006359
5Y;25Y;50bp;0.006488
5Y;25Y;75bp;0.006643
5Y;25Y;100bp;0.006821
5Y;25Y;150bp;0.007223
5Y;25Y;200bp;0.007666
5Y;25Y;250bp;0.008131
5Y;25Y;300bp;0.008607
5Y;25Y;350bp;0.009087
5Y;30Y;-350bp;0.007928
5Y;30Y;-300bp;0.007523
5Y;30Y;-250bp;0.007138
5Y;30Y;-200bp;0.006786
5Y;30Y;-150bp;0.006489
5Y;30Y;-100bp;0.006281
5Y;30Y;-75bp;0.006221
5Y;30Y;-50bp;0.006197
5Y;30Y;-25bp;0.006212
5Y;30Y;ATM;0.006264
5Y;30Y;25bp;0.006354
5Y;30Y;50bp;0.006475
5Y;30Y;75bp;0.006624
5Y;30Y;100bp;0.006796
5Y;30Y;150bp;0.007189
5Y;30Y;200bp;0.007624
5Y;30Y;250bp;0.008083
5Y;30Y;300bp;0.008553
5Y;30Y;350bp;0.009029
6Y;1Y;-350bp;0.007543
6Y;1Y;-300bp;0.007252
6Y;1Y;-250bp;0.006996
6Y;1Y;-200bp;0.00679
6Y;1Y;-150bp;0.006654
6Y;1Y;-100bp;0.006611
6Y;1Y;-75bp;0.006629
6Y;1Y;-50bp;0.006675
6Y;1Y;-25bp;0.006747
6Y;1Y;ATM;0.006845
6Y;1Y;25bp;0.006965
6Y;1Y;50bp;0.007105
6Y;1Y;75bp;0.007261
6Y;1Y;100bp;0.007431
6Y;1Y;150bp;0.007803
6Y;1Y;200bp;0.008203
6Y;1Y;250bp;0.00862
6Y;1Y;300bp;0.009047
6Y;1Y;350bp;0.009478
6Y;2Y;-350bp;0.007507
6Y;2Y;-300bp;0.007227
6Y;2Y;-250bp;0.006983
6Y;2Y;-200bp;0.006789
6Y;2Y;-150bp;0.006665
6Y;2Y;-100bp;0.006633
6Y;2Y;-75bp;0.006655
6Y;2Y;-50bp;0.006704
6Y;2Y;-25bp;0.006778
6Y;2Y;ATM;0.006877
6Y;2Y;25bp;0.006997
6Y;2Y;50bp;0.007136
6Y;2Y;75bp;0.007291
6Y;2Y;100bp;0.007459
6Y;2Y;150bp;0.007825
6Y;2Y;200bp;0.008219
6Y;2Y;250bp;0.008629
6Y;2Y;300bp;0.009049
6Y;2Y;350bp;0.009474
6Y;3Y;-350bp;0.007427
6Y;3Y;-300bp;0.007151
6Y;3Y;-250bp;0.00691
6Y;3Y;-200bp;0.00672
6Y;3Y;-150bp;0.0066
6Y;3Y;-100bp;0.006569
6Y;3Y;-75bp;0.006592
6Y;3Y;-50bp;0.006641
6Y;3Y;-25bp;0.006715
6Y;3Y;ATM;0.006813
6Y;3Y;25bp;0.006932
6Y;3Y;50bp;0.00707
6Y;3Y;75bp;0.007223
6Y;3Y;100bp;0.00739
6Y;3Y;150bp;0.007752
6Y;3Y;200bp;0.008142
6Y;3Y;250bp;0.008548
6Y;3Y;300bp;0.008964
6Y;3Y;350bp;0.009384
6Y;4Y;-350bp;0.007396
6Y;4Y;-300bp;0.00712
6Y;4Y;-250bp;0.006878
6Y;4Y;-200bp;0.006686
6Y;4Y;-150bp;0.006564
6Y;4Y;-100bp;0.006531
6Y;4Y;-75bp;0.006552
6Y;4Y;-50bp;0.0066
6Y;4Y;-25bp;0.006673
6Y;4Y;ATM;0.00677
6Y;4Y;25bp;0.006889
6Y;4Y;50bp;0.007025
6Y;4Y;75bp;0.007178
6Y;4Y;100bp;0.007344
6Y;4Y;150bp;0.007705
6Y;4Y;200bp;0.008094
6Y;4Y;250bp;0.008499
6Y;4Y;300bp;0.008913
6Y;4Y;350bp;0.009332
6Y;5Y;-350bp;0.007373
6Y;5Y;-300bp;0.007098
6Y;5Y;-250bp;0.006857
6Y;5Y;-200bp;0.006665
6Y;5Y;-150bp;0.006543
6Y;5Y;-100bp;0.00651
6Y;5Y;-75bp;0.006531
6Y;5Y;-50bp;0.006578
6Y;5Y;-25bp;0.00665
6Y;5Y;ATM;0.006746
6Y;5Y;25bp;0.006864
6Y;5Y;50bp;0.007
6Y;5Y;75bp;0.007151
6Y;5Y;100bp;0.007316
6Y;5Y;150bp;0.007674
6Y;5Y;200bp;0.008061
6Y;5Y;250bp;0.008463
6Y;5Y;300bp;0.008875
6Y;5Y;350bp;0.009292
6Y;6Y;-350bp;0.007375
6Y;6Y;-300bp;0.007087
6Y;6Y;-250bp;0.006833
6Y;6Y;-200bp;0.006628
6Y;6Y;-150bp;0.006492
6Y;6Y;-100bp;0.006447
6Y;6Y;-75bp;0.006465
6Y;6Y;-50bp;0.006509
6Y;6Y;-25bp;0.00658
6Y;6Y;ATM;0.006677
6Y;6Y;25bp;0.006795
6Y;6Y;50bp;0.006934
6Y;6Y;75bp;0.007088
6Y;6Y;100bp;0.007257
6Y;6Y;150bp;0.007624
6Y;6Y;200bp;0.00802
6Y;6Y;250bp;0.008431
6Y;6Y;300bp;0.008852
6Y;6Y;350bp;0.009277
6Y;7Y;-350bp;0.007403
6Y;7Y;-300bp;0.007103
6Y;7Y;-250bp;0.006835
6Y;7Y;-200bp;0.006615
6Y;7Y;-150bp;0.006466
6Y;7Y;-100bp;0.00641
6Y;7Y;-75bp;0.006423
6Y;7Y;-50bp;0.006465
6Y;7Y;-25bp;0.006535
6Y;7Y;ATM;0.006631
6Y;7Y;25bp;0.006751
6Y;7Y;50bp;0.006892
6Y;7Y;75bp;0.00705
6Y;7Y;100bp;0.007222
6Y;7Y;150bp;0.007598
6Y;7Y;200bp;0.008003
6Y;7Y;250bp;0.008424
6Y;7Y;300bp;0.008854
6Y;7Y;350bp;0.009288
6Y;8Y;-350bp;0.007437
6Y;8Y;-300bp;0.007125
6Y;8Y;-250bp;0.006844
6Y;8Y;-200bp;0.006611
6Y;8Y;-150bp;0.006448
6Y;8Y;-100bp;0.006381
6Y;8Y;-75bp;0.00639
6Y;8Y;-50bp;0.006428
6Y;8Y;-25bp;0.006497
6Y;8Y;ATM;0.006593
6Y;8Y;25bp;0.006715
6Y;8Y;50bp;0.006858
6Y;8Y;75bp;0.007019
6Y;8Y;100bp;0.007195
6Y;8Y;150bp;0.00758
6Y;8Y;200bp;0.007993
6Y;8Y;250bp;0.008424
6Y;8Y;300bp;0.008863
6Y;8Y;350bp;0.009306
6Y;9Y;-350bp;0.007487
6Y;9Y;-300bp;0.007163
6Y;9Y;-250bp;0.006869
6Y;9Y;-200bp;0.006623
6Y;9Y;-150bp;0.006446
6Y;9Y;-100bp;0.006367
6Y;9Y;-75bp;0.006372
6Y;9Y;-50bp;0.006408
6Y;9Y;-25bp;0.006475
6Y;9Y;ATM;0.006571
6Y;9Y;25bp;0.006693
6Y;9Y;50bp;0.006838
6Y;9Y;75bp;0.007002
6Y;9Y;100bp;0.007182
6Y;9Y;150bp;0.007575
6Y;9Y;200bp;0.007998
6Y;9Y;250bp;0.008437
6Y;9Y;300bp;0.008886
6Y;9Y;350bp;0.009338
6Y;10Y;-350bp;0.007524
6Y;10Y;-300bp;0.007188
6Y;10Y;-250bp;0.006882
6Y;10Y;-200bp;0.006621
6Y;10Y;-150bp;0.006431
6Y;10Y;-100bp;0.00634
6Y;10Y;-75bp;0.00634
6Y;10Y;-50bp;0.006373
6Y;10Y;-25bp;0.006438
6Y;10Y;ATM;0.006534
6Y;10Y;25bp;0.006658
6Y;10Y;50bp;0.006806
6Y;10Y;75bp;0.006973
6Y;10Y;100bp;0.007157
6Y;10Y;150bp;0.007559
6Y;10Y;200bp;0.007991
6Y;10Y;250bp;0.00844
6Y;10Y;300bp;0.008898
6Y;10Y;350bp;0.009359
6Y;15Y;-350bp;0.007494
6Y;15Y;-300bp;0.007147
6Y;15Y;-250bp;0.006825
6Y;15Y;-200bp;0.006544
6Y;15Y;-150bp;0.006328
6Y;15Y;-100bp;0.006206
6Y;15Y;-75bp;0.006189
6Y;15Y;-50bp;0.006205
6Y;15Y;-25bp;0.006254
6Y;15Y;ATM;0.006335
6Y;15Y;25bp;0.006445
6Y;15Y;50bp;0.006581
6Y;15Y;75bp;0.006738
6Y;15Y;100bp;0.006913
6Y;15Y;150bp;0.0073
6Y;15Y;200bp;0.007721
6Y;15Y;250bp;0.00816
6Y;15Y;300bp;0.008609
6Y;15Y;350bp;0.009062
6Y;20Y;-350bp;0.007524
6Y;20Y;-300bp;0.007169
6Y;20Y;-250bp;0.006838
6Y;20Y;-200bp;0.006543
6Y;20Y;-150bp;0.006308
6Y;20Y;-100bp;0.00616
6Y;20Y;-75bp;0.006128
6Y;20Y;-50bp;0.006128
6Y;20Y;-25bp;0.006161
6Y;20Y;ATM;0.006227
6Y;20Y;25bp;0.006322
6Y;20Y;50bp;0.006444
6Y;20Y;75bp;0.006589
6Y;20Y;100bp;0.006752
6Y;20Y;150bp;0.007121
6Y;20Y;200bp;0.007526
6Y;20Y;250bp;0.007952
6Y;20Y;300bp;0.008388
6Y;20Y;350bp;0.00883
6Y;25Y;-350bp;0.007582
6Y;25Y;-300bp;0.007223
6Y;25Y;-250bp;0.006886
6Y;25Y;-200bp;0.006585
6Y;25Y;-150bp;0.006341
6Y;25Y;-100bp;0.006183
6Y;25Y;-75bp;0.006145
6Y;25Y;-50bp;0.006139
6Y;25Y;-25bp;0.006165
6Y;25Y;ATM;0.006225
6Y;25Y;25bp;0.006314
6Y;25Y;50bp;0.006431
6Y;25Y;75bp;0.006572
6Y;25Y;100bp;0.006731
6Y;25Y;150bp;0.007094
6Y;25Y;200bp;0.007494
6Y;25Y;250bp;0.007916
6Y;25Y;300bp;0.008351
6Y;25Y;350bp;0.008791
6Y;30Y;-350bp;0.007649
6Y;30Y;-300bp;0.007284
6Y;30Y;-250bp;0.006939
6Y;30Y;-200bp;0.00663
6Y;30Y;-150bp;0.006376
6Y;30Y;-100bp;0.006206
6Y;30Y;-75bp;0.006162
6Y;30Y;-50bp;0.006149
6Y;30Y;-25bp;0.00617
6Y;30Y;ATM;0.006224
6Y;30Y;25bp;0.006309
6Y;30Y;50bp;0.006422
6Y;30Y;75bp;0.00656
6Y;30Y;100bp;0.006717
6Y;30Y;150bp;0.007076
6Y;30Y;200bp;0.007476
6Y;30Y;250bp;0.007898
6Y;30Y;300bp;0.008332
6Y;30Y;350bp;0.008773
7Y;1Y;-350bp;0.007288
7Y;1Y;-300bp;0.007063
7Y;1Y;-250bp;0.006873
7Y;1Y;-200bp;0.006733
7Y;1Y;-150bp;0.006656
7Y;1Y;-100bp;0.006656
7Y;1Y;-75bp;0.006687
7Y;1Y;-50bp;0.006738
7Y;1Y;-25bp;0.00681
7Y;1Y;ATM;0.0069
7Y;1Y;25bp;0.007007
7Y;1Y;50bp;0.007129
7Y;1Y;75bp;0.007265
7Y;1Y;100bp;0.007411
7Y;1Y;150bp;0.007729
7Y;1Y;200bp;0.008072
7Y;1Y;250bp;0.008432
7Y;1Y;300bp;0.008802
7Y;1Y;350bp;0.009178
7Y;2Y;-350bp;0.007238
7Y;2Y;-300bp;0.007026
7Y;2Y;-250bp;0.006851
7Y;2Y;-200bp;0.006725
7Y;2Y;-150bp;0.006661
7Y;2Y;-100bp;0.006672
7Y;2Y;-75bp;0.006706
7Y;2Y;-50bp;0.00676
7Y;2Y;-25bp;0.006833
7Y;2Y;ATM;0.006924
7Y;2Y;25bp;0.00703
7Y;2Y;50bp;0.007151
7Y;2Y;75bp;0.007284
7Y;2Y;100bp;0.007427
7Y;2Y;150bp;0.007738
7Y;2Y;200bp;0.008073
7Y;2Y;250bp;0.008424
7Y;2Y;300bp;0.008784
7Y;2Y;350bp;0.009151
7Y;3Y;-350bp;0.007241
7Y;3Y;-300bp;0.007018
7Y;3Y;-250bp;0.006831
7Y;3Y;-200bp;0.006693
7Y;3Y;-150bp;0.006617
7Y;3Y;-100bp;0.006618
7Y;3Y;-75bp;0.006649
7Y;3Y;-50bp;0.0067
7Y;3Y;-25bp;0.006771
7Y;3Y;ATM;0.00686
7Y;3Y;25bp;0.006967
7Y;3Y;50bp;0.007088
7Y;3Y;75bp;0.007222
7Y;3Y;100bp;0.007366
7Y;3Y;150bp;0.007682
7Y;3Y;200bp;0.008022
7Y;3Y;250bp;0.008378
7Y;3Y;300bp;0.008745
7Y;3Y;350bp;0.009117
7Y;4Y;-350bp;0.007194
7Y;4Y;-300bp;0.006968
7Y;4Y;-250bp;0.006778
7Y;4Y;-200bp;0.006636
7Y;4Y;-150bp;0.006556
7Y;4Y;-100bp;0.006553
7Y;4Y;-75bp;0.006582
7Y;4Y;-50bp;0.006631
7Y;4Y;-25bp;0.006701
7Y;4Y;ATM;0.00679
7Y;4Y;25bp;0.006895
7Y;4Y;50bp;0.007016
7Y;4Y;75bp;0.007149
7Y;4Y;100bp;0.007294
7Y;4Y;150bp;0.007609
7Y;4Y;200bp;0.007949
7Y;4Y;250bp;0.008305
7Y;4Y;300bp;0.008671
7Y;4Y;350bp;0.009043
7Y;5Y;-350bp;0.007192
7Y;5Y;-300bp;0.006962
7Y;5Y;-250bp;0.006767
7Y;5Y;-200bp;0.00662
7Y;5Y;-150bp;0.006536
7Y;5Y;-100bp;0.006528
7Y;5Y;-75bp;0.006556
7Y;5Y;-50bp;0.006605
7Y;5Y;-25bp;0.006674
7Y;5Y;ATM;0.006762
7Y;5Y;25bp;0.006867
7Y;5Y;50bp;0.006988
7Y;5Y;75bp;0.007122
7Y;5Y;100bp;0.007267
7Y;5Y;150bp;0.007584
